carat,cut,color,clarity,depth,table,price
"(-0.536, 0.538]",3.0,3.0,5.0,61.8,4.07753744390572,12717.0
"(-0.536, 0.538]",2.0,1.0,5.0,60.5,4.04305126783455,12717.0
"(0.538, 1.611]",2.0,5.0,2.0,62.9,4.04305126783455,12717.0
"(0.538, 1.611]",2.0,4.0,2.0,61.9,4.007333185232471,12720.0
"(0.538, 1.611]",2.0,4.0,3.0,63.0,4.007333185232471,12720.0
"(-0.536, 0.538]",3.0,2.0,1.0,59.8,4.0943445622221,12722.0
"(-0.536, 0.538]",1.0,4.0,5.0,62.5,4.07753744390572,12723.0
"(-0.536, 0.538]",2.0,1.0,6.0,61.3,3.9889840465642745,12725.0
"(-0.536, 0.538]",2.0,5.0,1.0,61.3,4.02535169073515,12725.0
"(-0.536, 0.538]",4.0,3.0,5.0,61.6,4.02535169073515,12730.0
"(-0.536, 0.538]",2.0,4.0,7.0,61.9,4.04305126783455,12731.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.4,4.04305126783455,12734.0
"(-0.536, 0.538]",4.0,2.0,7.0,61.6,4.110873864173311,12736.0
"(0.538, 1.611]",2.0,6.0,3.0,62.2,4.04305126783455,12736.0
"(-0.536, 0.538]",3.0,5.0,4.0,59.8,4.07753744390572,12737.0
"(-0.536, 0.538]",2.0,5.0,4.0,62.2,4.007333185232471,12737.0
"(-0.536, 0.538]",3.0,1.0,2.0,60.6,4.07753744390572,12738.0
"(-0.536, 0.538]",3.0,0.0,2.0,59.6,4.060443010546419,12738.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.9,4.110873864173311,12738.0
"(-0.536, 0.538]",3.0,0.0,2.0,61.6,4.04305126783455,12738.0
"(-0.536, 0.538]",2.0,0.0,2.0,59.5,4.04305126783455,12738.0
"(0.538, 1.611]",2.0,2.0,3.0,62.2,4.04305126783455,12743.0
"(-0.536, 0.538]",2.0,2.0,5.0,61.5,4.007333185232471,12744.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.1,4.007333185232471,12745.0
"(0.538, 1.611]",3.0,4.0,3.0,61.5,4.060443010546419,12747.0
"(-0.536, 0.538]",2.0,1.0,6.0,61.1,4.02535169073515,12748.0
"(0.538, 1.611]",3.0,4.0,3.0,62.4,4.02535169073515,12753.0
"(-0.536, 0.538]",1.0,1.0,2.0,64.2,4.007333185232471,12754.0
"(-0.536, 0.538]",1.0,5.0,4.0,63.7,4.060443010546419,12755.0
"(0.538, 1.611]",2.0,6.0,2.0,61.6,4.04305126783455,12755.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.7,4.060443010546419,12756.0
"(-0.536, 0.538]",1.0,3.0,5.0,63.3,4.0943445622221,12756.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.5,4.07753744390572,12756.0
"(-0.536, 0.538]",4.0,3.0,5.0,58.9,4.0943445622221,12756.0
"(0.538, 1.611]",2.0,4.0,3.0,62.3,4.04305126783455,12762.0
"(-0.536, 0.538]",2.0,4.0,7.0,62.8,4.02535169073515,12764.0
"(0.538, 1.611]",0.0,4.0,5.0,65.2,4.02535169073515,12765.0
"(0.538, 1.611]",4.0,0.0,3.0,63.1,4.07753744390572,12765.0
"(0.538, 1.611]",3.0,5.0,4.0,60.3,4.07753744390572,12766.0
"(0.538, 1.611]",4.0,6.0,2.0,60.8,4.060443010546419,12768.0
"(0.538, 1.611]",3.0,6.0,3.0,60.5,4.110873864173311,12770.0
"(0.538, 1.611]",3.0,0.0,2.0,60.6,4.07753744390572,12770.0
"(0.538, 1.611]",4.0,6.0,3.0,60.8,4.110873864173311,12771.0
"(-0.536, 0.538]",4.0,4.0,4.0,62.0,4.060443010546419,12773.0
"(-0.536, 0.538]",2.0,2.0,6.0,61.9,4.04305126783455,12776.0
"(0.538, 1.611]",2.0,6.0,3.0,62.5,4.02535169073515,12778.0
"(-0.536, 0.538]",4.0,1.0,5.0,62.7,4.07753744390572,12779.0
"(-0.536, 0.538]",4.0,1.0,2.0,61.8,4.07753744390572,12779.0
"(-0.536, 0.538]",1.0,1.0,2.0,63.8,4.04305126783455,12779.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.5,4.007333185232471,12787.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.3,4.0943445622221,12787.0
"(-0.536, 0.538]",1.0,3.0,5.0,63.6,4.0943445622221,12787.0
"(-0.536, 0.538]",3.0,1.0,7.0,62.3,4.07753744390572,12787.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.5,4.07753744390572,12787.0
"(-0.536, 0.538]",0.0,3.0,5.0,64.4,4.02535169073515,12787.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.3,3.9889840465642745,12788.0
"(-0.536, 0.538]",4.0,4.0,2.0,59.5,4.07753744390572,12791.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.3,3.9926809084456005,12791.0
"(0.538, 1.611]",3.0,3.0,3.0,60.1,4.060443010546419,12792.0
"(0.538, 1.611]",3.0,3.0,3.0,61.3,4.0943445622221,12794.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.0,4.04305126783455,12795.0
"(-0.536, 0.538]",4.0,3.0,7.0,60.9,4.02535169073515,12798.0
"(0.538, 1.611]",1.0,6.0,2.0,63.5,4.0943445622221,12798.0
"(-0.536, 0.538]",4.0,0.0,2.0,62.4,4.0943445622221,12799.0
"(0.538, 1.611]",0.0,1.0,3.0,65.4,4.007333185232471,12799.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.9,4.07753744390572,12800.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,3.9889840465642745,12800.0
"(-0.536, 0.538]",2.0,4.0,5.0,61.5,3.9889840465642745,12809.0
"(-0.536, 0.538]",2.0,4.0,4.0,62.2,4.007333185232471,12810.0
"(0.538, 1.611]",0.0,6.0,2.0,56.8,4.189654742026425,12811.0
"(0.538, 1.611]",3.0,2.0,3.0,62.9,4.110873864173311,12812.0
"(0.538, 1.611]",2.0,6.0,3.0,62.1,4.02535169073515,12814.0
"(0.538, 1.611]",2.0,3.0,3.0,62.2,4.007333185232471,12816.0
"(-0.536, 0.538]",4.0,1.0,2.0,61.7,4.060443010546419,12818.0
"(-0.536, 0.538]",3.0,2.0,2.0,61.3,4.060443010546419,12821.0
"(-0.536, 0.538]",2.0,3.0,5.0,63.0,4.02535169073515,12821.0
"(-0.536, 0.538]",3.0,3.0,7.0,61.2,4.07753744390572,12821.0
"(0.538, 1.611]",4.0,5.0,5.0,62.7,4.060443010546419,12822.0
"(-0.536, 0.538]",3.0,0.0,2.0,59.8,4.060443010546419,12823.0
"(-0.536, 0.538]",3.0,0.0,2.0,59.5,4.110873864173311,12823.0
"(-0.536, 0.538]",3.0,0.0,2.0,59.2,4.110873864173311,12823.0
"(-0.536, 0.538]",2.0,2.0,4.0,62.1,4.007333185232471,12825.0
"(0.538, 1.611]",1.0,4.0,2.0,63.8,4.04305126783455,12825.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.7,4.02535169073515,12828.0
"(-0.536, 0.538]",0.0,1.0,5.0,65.0,4.060443010546419,12829.0
"(0.538, 1.611]",2.0,3.0,2.0,61.6,4.04305126783455,12829.0
"(0.538, 1.611]",4.0,4.0,3.0,63.4,4.02535169073515,12829.0
"(0.538, 1.611]",3.0,5.0,2.0,60.5,4.060443010546419,12829.0
"(0.538, 1.611]",3.0,4.0,2.0,61.2,4.127134385045092,12829.0
"(0.538, 1.611]",2.0,3.0,5.0,62.8,4.04305126783455,12830.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.0943445622221,12831.0
"(0.538, 1.611]",2.0,3.0,3.0,61.9,4.04305126783455,12831.0
"(0.538, 1.611]",3.0,6.0,5.0,61.1,4.060443010546419,12832.0
"(0.538, 1.611]",2.0,6.0,5.0,62.0,4.02535169073515,12832.0
"(-0.536, 0.538]",4.0,4.0,5.0,63.3,4.060443010546419,12833.0
"(0.538, 1.611]",4.0,5.0,3.0,59.8,4.02535169073515,12839.0
"(-0.536, 0.538]",4.0,3.0,5.0,62.1,4.060443010546419,12840.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.1,4.04305126783455,12840.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.2,4.02535169073515,12841.0
"(0.538, 1.611]",3.0,5.0,3.0,61.1,4.04305126783455,12842.0
"(0.538, 1.611]",2.0,4.0,2.0,62.1,4.04305126783455,12843.0
"(-0.536, 0.538]",4.0,1.0,2.0,62.9,4.07753744390572,12844.0
"(0.538, 1.611]",3.0,5.0,2.0,59.8,4.07753744390572,12844.0
"(0.538, 1.611]",4.0,6.0,4.0,60.2,4.110873864173311,12845.0
"(-0.536, 0.538]",4.0,0.0,5.0,61.4,4.0943445622221,12846.0
"(-0.536, 0.538]",2.0,3.0,5.0,59.8,4.0943445622221,12846.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.0,4.007333185232471,12848.0
"(-0.536, 0.538]",2.0,4.0,7.0,61.9,4.04305126783455,12848.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.3,4.07753744390572,12851.0
"(0.538, 1.611]",4.0,6.0,3.0,62.6,4.060443010546419,12853.0
"(0.538, 1.611]",3.0,3.0,3.0,62.1,4.02535169073515,12857.0
"(-0.536, 0.538]",2.0,2.0,2.0,62.5,4.007333185232471,12857.0
"(-0.536, 0.538]",4.0,3.0,4.0,61.7,4.143134726391533,12862.0
"(0.538, 1.611]",3.0,6.0,2.0,62.1,4.07753744390572,12862.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.2,4.02535169073515,12864.0
"(-0.536, 0.538]",2.0,1.0,1.0,61.4,4.04305126783455,12865.0
"(-0.536, 0.538]",4.0,2.0,5.0,62.6,4.07753744390572,12870.0
"(-0.536, 0.538]",1.0,1.0,2.0,64.2,4.007333185232471,12870.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.0,4.04305126783455,12871.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.5,4.07753744390572,12872.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.7,4.060443010546419,12872.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.3,4.0943445622221,12872.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.5,4.04305126783455,12872.0
"(-0.536, 0.538]",4.0,4.0,5.0,61.9,4.0943445622221,12874.0
"(-0.536, 0.538]",4.0,4.0,5.0,62.8,4.060443010546419,12874.0
"(0.538, 1.611]",3.0,4.0,2.0,61.4,4.07753744390572,12880.0
"(0.538, 1.611]",2.0,5.0,3.0,62.3,4.04305126783455,12883.0
"(0.538, 1.611]",3.0,3.0,3.0,62.2,4.0943445622221,12883.0
"(0.538, 1.611]",2.0,6.0,2.0,62.7,3.9926809084456005,12884.0
"(-0.536, 0.538]",4.0,3.0,7.0,62.6,4.0943445622221,12891.0
"(0.538, 1.611]",3.0,0.0,3.0,60.0,4.060443010546419,12891.0
"(-0.536, 0.538]",4.0,1.0,1.0,59.2,4.04305126783455,12895.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.8,4.07753744390572,12896.0
"(-0.536, 0.538]",2.0,4.0,7.0,62.0,4.02535169073515,12897.0
"(0.538, 1.611]",3.0,1.0,2.0,60.4,4.110873864173311,12898.0
"(-0.536, 0.538]",3.0,2.0,5.0,61.8,4.02535169073515,12899.0
"(-0.536, 0.538]",3.0,3.0,4.0,60.8,4.127134385045092,12900.0
"(-0.536, 0.538]",4.0,2.0,1.0,62.3,4.0943445622221,12905.0
"(-0.536, 0.538]",4.0,3.0,5.0,63.5,4.07753744390572,12906.0
"(-0.536, 0.538]",2.0,2.0,6.0,61.5,4.060443010546419,12906.0
"(0.538, 1.611]",2.0,5.0,4.0,62.3,4.02535169073515,12907.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.8,4.04305126783455,12907.0
"(0.538, 1.611]",4.0,4.0,3.0,63.3,3.9889840465642745,12907.0
"(-0.536, 0.538]",2.0,1.0,2.0,62.0,4.02535169073515,12907.0
"(0.538, 1.611]",0.0,5.0,4.0,66.3,3.9889840465642745,12907.0
"(-0.536, 0.538]",2.0,4.0,2.0,61.8,4.04305126783455,12910.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.0,4.04305126783455,12912.0
"(0.538, 1.611]",4.0,6.0,2.0,63.5,4.0943445622221,12915.0
"(-0.536, 0.538]",4.0,3.0,4.0,59.3,4.07753744390572,12916.0
"(0.538, 1.611]",1.0,0.0,2.0,63.8,4.04305126783455,12918.0
"(0.538, 1.611]",3.0,4.0,3.0,59.4,4.07753744390572,12921.0
"(0.538, 1.611]",0.0,4.0,4.0,58.3,4.23410650459726,12923.0
"(0.538, 1.611]",1.0,5.0,3.0,61.0,4.127134385045092,12927.0
"(0.538, 1.611]",1.0,3.0,3.0,57.5,4.110873864173311,12929.0
"(0.538, 1.611]",3.0,4.0,3.0,62.6,4.060443010546419,12931.0
"(0.538, 1.611]",3.0,4.0,2.0,61.8,4.04305126783455,12931.0
"(-0.536, 0.538]",2.0,3.0,1.0,61.3,4.02535169073515,12932.0
"(0.538, 1.611]",4.0,5.0,3.0,63.8,3.9889840465642745,12937.0
"(0.538, 1.611]",2.0,5.0,3.0,60.5,4.007333185232471,12939.0
"(0.538, 1.611]",3.0,5.0,5.0,62.7,4.060443010546419,12939.0
"(0.538, 1.611]",3.0,4.0,3.0,62.5,4.060443010546419,12940.0
"(-0.536, 0.538]",2.0,3.0,1.0,60.6,4.007333185232471,12943.0
"(0.538, 1.611]",1.0,5.0,3.0,63.8,4.007333185232471,12944.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.6,4.02535169073515,12945.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,4.04305126783455,12947.0
"(-0.536, 0.538]",0.0,3.0,4.0,60.8,4.189654742026425,12948.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.0943445622221,12948.0
"(-0.536, 0.538]",2.0,3.0,2.0,61.7,4.04305126783455,12951.0
"(-0.536, 0.538]",2.0,2.0,6.0,59.7,4.060443010546419,12956.0
"(-0.536, 0.538]",2.0,2.0,6.0,62.1,4.04305126783455,12956.0
"(-0.536, 0.538]",2.0,2.0,7.0,62.2,4.02535169073515,12958.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.6,4.007333185232471,12958.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.1,4.04305126783455,12958.0
"(0.538, 1.611]",1.0,6.0,5.0,63.9,4.127134385045092,12961.0
"(0.538, 1.611]",3.0,6.0,4.0,60.2,4.110873864173311,12963.0
"(0.538, 1.611]",1.0,5.0,3.0,59.1,4.07753744390572,12964.0
"(-0.536, 0.538]",1.0,1.0,7.0,62.8,4.07753744390572,12967.0
"(0.538, 1.611]",4.0,6.0,5.0,60.8,4.060443010546419,12968.0
"(-0.536, 0.538]",4.0,3.0,4.0,62.1,4.04305126783455,12968.0
"(-0.536, 0.538]",3.0,1.0,2.0,61.3,4.07753744390572,12968.0
"(0.538, 1.611]",3.0,6.0,3.0,62.6,4.060443010546419,12970.0
"(0.538, 1.611]",3.0,5.0,3.0,62.1,4.060443010546419,12970.0
"(-0.536, 0.538]",2.0,4.0,7.0,62.6,3.9889840465642745,12971.0
"(-0.536, 0.538]",2.0,1.0,3.0,62.7,4.007333185232471,12978.0
"(-0.536, 0.538]",2.0,2.0,5.0,61.9,4.04305126783455,12978.0
"(0.538, 1.611]",3.0,6.0,2.0,62.1,4.07753744390572,12979.0
"(0.538, 1.611]",3.0,5.0,3.0,59.8,4.060443010546419,12980.0
"(-0.536, 0.538]",4.0,4.0,6.0,61.5,4.060443010546419,12981.0
"(0.538, 1.611]",4.0,0.0,3.0,62.5,4.04305126783455,12981.0
"(-0.536, 0.538]",2.0,0.0,2.0,61.4,4.060443010546419,12981.0
"(0.538, 1.611]",3.0,5.0,4.0,62.6,4.07753744390572,12985.0
"(0.538, 1.611]",1.0,5.0,3.0,63.5,4.0943445622221,12985.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.2,4.060443010546419,12985.0
"(0.538, 1.611]",3.0,1.0,3.0,60.3,4.060443010546419,12987.0
"(-0.536, 0.538]",4.0,4.0,1.0,63.0,4.07753744390572,12988.0
"(-0.536, 0.538]",2.0,0.0,7.0,62.0,4.007333185232471,12989.0
"(-0.536, 0.538]",2.0,3.0,2.0,60.6,4.04305126783455,12990.0
"(-0.536, 0.538]",2.0,2.0,2.0,60.2,4.02535169073515,12991.0
"(-0.536, 0.538]",3.0,4.0,5.0,61.9,4.0943445622221,12992.0
"(-0.536, 0.538]",3.0,4.0,5.0,62.8,4.060443010546419,12992.0
"(-0.536, 0.538]",2.0,0.0,7.0,61.6,4.04305126783455,12996.0
"(-0.536, 0.538]",2.0,5.0,4.0,61.9,4.007333185232471,12996.0
"(0.538, 1.611]",4.0,4.0,5.0,61.7,4.02535169073515,12998.0
"(0.538, 1.611]",3.0,4.0,2.0,61.4,4.07753744390572,12998.0
"(-0.536, 0.538]",4.0,2.0,5.0,61.9,4.0943445622221,13001.0
"(-0.536, 0.538]",4.0,1.0,5.0,60.3,4.07753744390572,13001.0
"(0.538, 1.611]",3.0,5.0,5.0,59.5,4.0943445622221,13003.0
"(-0.536, 0.538]",2.0,1.0,7.0,60.9,4.0943445622221,13006.0
"(0.538, 1.611]",2.0,5.0,2.0,60.9,4.02535169073515,13006.0
"(0.538, 1.611]",0.0,3.0,3.0,65.2,4.02535169073515,13007.0
"(0.538, 1.611]",4.0,3.0,3.0,63.4,4.060443010546419,13007.0
"(0.538, 1.611]",3.0,3.0,3.0,60.8,4.007333185232471,13007.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.0943445622221,13009.0
"(-0.536, 0.538]",1.0,2.0,5.0,61.0,4.143134726391533,13010.0
"(-0.536, 0.538]",4.0,2.0,5.0,63.7,4.0943445622221,13012.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.6,4.07753744390572,13014.0
"(-0.536, 0.538]",4.0,1.0,6.0,61.3,4.0943445622221,13015.0
"(0.538, 1.611]",0.0,0.0,3.0,64.5,4.0943445622221,13016.0
"(0.538, 1.611]",2.0,0.0,3.0,61.8,4.04305126783455,13026.0
"(0.538, 1.611]",3.0,5.0,3.0,61.4,4.02535169073515,13027.0
"(-0.536, 0.538]",2.0,2.0,6.0,61.2,4.04305126783455,13029.0
"(-0.536, 0.538]",2.0,1.0,7.0,59.9,4.04305126783455,13034.0
"(-0.536, 0.538]",2.0,3.0,4.0,60.6,4.04305126783455,13034.0
"(-0.536, 0.538]",3.0,3.0,4.0,61.4,4.060443010546419,13034.0
"(-0.536, 0.538]",3.0,3.0,4.0,62.4,4.060443010546419,13034.0
"(-0.536, 0.538]",4.0,3.0,5.0,59.6,4.060443010546419,13037.0
"(-0.536, 0.538]",4.0,2.0,5.0,63.9,4.04305126783455,13037.0
"(0.538, 1.611]",3.0,5.0,4.0,62.5,4.04305126783455,13037.0
"(0.538, 1.611]",2.0,6.0,2.0,61.6,4.060443010546419,13038.0
"(0.538, 1.611]",4.0,6.0,5.0,60.8,4.127134385045092,13043.0
"(0.538, 1.611]",3.0,6.0,5.0,59.9,4.0943445622221,13046.0
"(-0.536, 0.538]",4.0,1.0,2.0,62.3,4.04305126783455,13047.0
"(0.538, 1.611]",1.0,5.0,4.0,58.3,4.07753744390572,13047.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,4.060443010546419,13049.0
"(0.538, 1.611]",3.0,5.0,3.0,58.2,4.110873864173311,13052.0
"(-0.536, 0.538]",2.0,2.0,1.0,61.7,4.02535169073515,13060.0
"(-1.613, -0.536]",1.0,1.0,3.0,63.4,4.060443010546419,638.0
"(-1.613, -0.536]",1.0,1.0,3.0,63.2,4.060443010546419,638.0
"(-1.613, -0.536]",4.0,1.0,3.0,59.5,4.127134385045092,638.0
"(-1.613, -0.536]",1.0,1.0,3.0,63.3,4.02535169073515,638.0
"(-1.613, -0.536]",4.0,3.0,7.0,60.4,4.0943445622221,638.0
"(-1.613, -0.536]",2.0,3.0,7.0,62.2,3.9889840465642745,638.0
"(-1.613, -0.536]",4.0,3.0,7.0,59.7,4.143134726391533,638.0
"(-1.613, -0.536]",4.0,3.0,7.0,62.9,4.060443010546419,638.0
"(-1.613, -0.536]",4.0,4.0,6.0,62.6,4.02535169073515,638.0
"(-1.613, -0.536]",4.0,4.0,6.0,61.1,4.110873864173311,638.0
"(-1.613, -0.536]",1.0,4.0,6.0,63.1,3.9889840465642745,638.0
"(-1.613, -0.536]",2.0,4.0,6.0,62.5,3.9852734671677386,639.0
"(-1.613, -0.536]",2.0,5.0,5.0,61.8,4.02535169073515,639.0
"(-1.613, -0.536]",2.0,1.0,5.0,62.1,4.007333185232471,639.0
"(-1.613, -0.536]",2.0,1.0,5.0,61.7,4.02535169073515,639.0
"(-1.613, -0.536]",2.0,2.0,4.0,61.5,4.02535169073515,639.0
"(-1.613, -0.536]",2.0,5.0,2.0,61.6,4.02535169073515,639.0
"(-1.613, -0.536]",2.0,3.0,2.0,60.2,4.04305126783455,639.0
"(-1.613, -0.536]",2.0,3.0,2.0,61.9,4.02535169073515,639.0
"(-1.613, -0.536]",3.0,1.0,5.0,58.6,4.060443010546419,639.0
"(-1.613, -0.536]",3.0,1.0,5.0,58.1,4.0943445622221,639.0
"(-1.613, -0.536]",4.0,4.0,4.0,63.2,4.07753744390572,639.0
"(-1.613, -0.536]",4.0,1.0,5.0,61.5,4.060443010546419,640.0
"(-1.613, -0.536]",4.0,3.0,4.0,61.6,4.02535169073515,640.0
"(-1.613, -0.536]",4.0,3.0,4.0,61.9,3.9889840465642745,640.0
"(-1.613, -0.536]",4.0,3.0,4.0,60.5,4.04305126783455,640.0
"(-1.613, -0.536]",4.0,1.0,4.0,58.4,4.127134385045092,640.0
"(-1.613, -0.536]",4.0,1.0,4.0,63.8,4.07753744390572,640.0
"(-1.613, -0.536]",4.0,1.0,2.0,58.3,4.110873864173311,640.0
"(-1.613, -0.536]",2.0,2.0,5.0,61.1,4.02535169073515,640.0
"(-0.536, 0.538]",2.0,2.0,1.0,62.3,4.04305126783455,13060.0
"(-0.536, 0.538]",2.0,3.0,1.0,60.6,4.007333185232471,13061.0
"(-0.536, 0.538]",2.0,4.0,5.0,62.6,4.02535169073515,13063.0
"(0.538, 1.611]",4.0,5.0,3.0,62.8,4.07753744390572,13063.0
"(0.538, 1.611]",4.0,5.0,3.0,62.8,4.0943445622221,13063.0
"(0.538, 1.611]",2.0,1.0,3.0,62.7,4.007333185232471,13065.0
"(0.538, 1.611]",3.0,6.0,3.0,60.9,4.0943445622221,13065.0
"(-0.536, 0.538]",4.0,3.0,5.0,64.0,4.02535169073515,13068.0
"(0.538, 1.611]",3.0,5.0,5.0,59.2,4.060443010546419,13068.0
"(-0.536, 0.538]",1.0,4.0,5.0,63.7,4.060443010546419,13068.0
"(0.538, 1.611]",3.0,6.0,2.0,62.1,4.07753744390572,13069.0
"(0.538, 1.611]",3.0,3.0,3.0,61.4,4.127134385045092,13069.0
"(-0.536, 0.538]",3.0,2.0,5.0,62.1,4.07753744390572,13074.0
"(-0.536, 0.538]",3.0,4.0,1.0,60.2,4.0943445622221,13075.0
"(-0.536, 0.538]",3.0,3.0,5.0,59.4,4.07753744390572,13077.0
"(0.538, 1.611]",3.0,4.0,2.0,62.9,4.060443010546419,13078.0
"(-0.536, 0.538]",3.0,3.0,4.0,60.2,4.0943445622221,13079.0
"(-0.536, 0.538]",4.0,2.0,5.0,63.2,4.02535169073515,13080.0
"(0.538, 1.611]",3.0,4.0,2.0,61.4,4.07753744390572,13081.0
"(0.538, 1.611]",3.0,2.0,3.0,59.3,4.110873864173311,13084.0
"(0.538, 1.611]",3.0,5.0,4.0,62.2,4.060443010546419,13085.0
"(-0.536, 0.538]",2.0,2.0,6.0,61.1,4.007333185232471,13088.0
"(0.538, 1.611]",3.0,6.0,3.0,60.0,4.0943445622221,13092.0
"(0.538, 1.611]",3.0,5.0,2.0,59.6,4.0943445622221,13092.0
"(0.538, 1.611]",4.0,4.0,3.0,63.2,4.060443010546419,13095.0
"(-0.536, 0.538]",2.0,3.0,6.0,61.3,4.04305126783455,13096.0
"(-0.536, 0.538]",3.0,5.0,4.0,60.7,4.0943445622221,13097.0
"(-0.536, 0.538]",2.0,1.0,3.0,62.7,4.007333185232471,13097.0
"(0.538, 1.611]",3.0,0.0,3.0,61.9,4.07753744390572,13098.0
"(0.538, 1.611]",4.0,4.0,3.0,62.7,4.060443010546419,13099.0
"(0.538, 1.611]",4.0,4.0,5.0,59.2,4.110873864173311,13102.0
"(0.538, 1.611]",3.0,5.0,4.0,62.6,4.07753744390572,13104.0
"(-0.536, 0.538]",3.0,4.0,1.0,63.0,4.07753744390572,13107.0
"(0.538, 1.611]",1.0,0.0,3.0,63.1,4.07753744390572,13109.0
"(0.538, 1.611]",2.0,5.0,3.0,61.7,4.04305126783455,13109.0
"(0.538, 1.611]",4.0,6.0,5.0,61.1,4.07753744390572,13109.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.0,4.018183201256536,13110.0
"(-0.536, 0.538]",4.0,0.0,7.0,61.5,4.060443010546419,13111.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.5,4.07753744390572,13112.0
"(0.538, 1.611]",4.0,6.0,5.0,60.7,4.07753744390572,13113.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.9,4.04305126783455,13115.0
"(0.538, 1.611]",3.0,5.0,3.0,58.0,4.060443010546419,13117.0
"(0.538, 1.611]",3.0,5.0,3.0,61.2,4.060443010546419,13117.0
"(0.538, 1.611]",3.0,4.0,3.0,60.9,4.060443010546419,13119.0
"(-0.536, 0.538]",3.0,3.0,4.0,60.2,4.07753744390572,13119.0
"(-0.536, 0.538]",3.0,3.0,5.0,61.8,4.060443010546419,13120.0
"(0.538, 1.611]",3.0,4.0,5.0,61.9,4.02535169073515,13122.0
"(-0.536, 0.538]",3.0,5.0,7.0,61.7,4.050044303325521,13127.0
"(0.538, 1.611]",2.0,6.0,2.0,62.2,4.04305126783455,13132.0
"(-0.536, 0.538]",3.0,3.0,5.0,62.6,4.07753744390572,13132.0
"(0.538, 1.611]",3.0,6.0,3.0,60.8,4.046553898385752,13133.0
"(0.538, 1.611]",3.0,4.0,3.0,61.5,4.110873864173311,13134.0
"(0.538, 1.611]",4.0,1.0,3.0,62.8,4.02535169073515,13134.0
"(-0.536, 0.538]",3.0,2.0,4.0,62.7,4.07753744390572,13134.0
"(-0.536, 0.538]",2.0,3.0,5.0,60.7,3.9889840465642745,13135.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.7,3.9889840465642745,13135.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.0,4.007333185232471,13135.0
"(-0.536, 0.538]",2.0,2.0,2.0,61.1,4.007333185232471,13140.0
"(0.538, 1.611]",1.0,4.0,3.0,59.0,4.110873864173311,13144.0
"(0.538, 1.611]",3.0,6.0,3.0,62.6,4.060443010546419,13148.0
"(-0.536, 0.538]",4.0,2.0,2.0,63.3,3.970291913552122,13152.0
"(-0.536, 0.538]",2.0,3.0,5.0,61.5,4.02535169073515,13153.0
"(-0.536, 0.538]",2.0,3.0,5.0,62.2,3.9889840465642745,13154.0
"(-0.536, 0.538]",1.0,3.0,7.0,63.8,4.07753744390572,13155.0
"(0.538, 1.611]",2.0,0.0,0.0,60.9,4.04305126783455,13156.0
"(-0.536, 0.538]",2.0,1.0,5.0,61.1,4.04305126783455,13157.0
"(-0.536, 0.538]",3.0,3.0,5.0,60.8,4.0943445622221,13157.0
"(-0.536, 0.538]",1.0,2.0,5.0,58.6,4.1588830833596715,13160.0
"(-0.536, 0.538]",4.0,3.0,5.0,61.9,4.02535169073515,13161.0
"(-0.536, 0.538]",2.0,0.0,2.0,62.0,4.02535169073515,13162.0
